<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Gold.Coin.9712,20170124,1184000.00,1186000.00,1184000.00,1185000.00,177750000,150,4,D,1178248.00,1186000.00
Gold.Coin.9712,20170123,1179000.00,1179000.00,1175000.00,1178248.00,294562000,250,8,D,1172267.00,1175000.00
Gold.Coin.9712,20170122,1171100.00,1173000.00,1171100.00,1172267.00,140672000,120,3,D,1183647.00,1173000.00
Gold.Coin.9712,20170121,1186000.00,1186000.00,1181000.00,1183647.00,201220000,170,5,D,1186500.00,1181000.00
Gold.Coin.9712,20170118,1186000.00,1187000.00,1186000.00,1186500.00,94920000,80,2,D,1187727.00,1187000.00
Gold.Coin.9712,20170117,1187000.00,1190000.00,1187000.00,1187727.00,130650000,110,3,D,1186636.00,1190000.00
Gold.Coin.9712,20170116,1186000.00,1188000.00,1186000.00,1186636.00,130530000,110,3,D,1180067.00,1188000.00
Gold.Coin.9712,20170115,1179000.00,1188000.00,1179000.00,1180067.00,177010000,150,3,D,1202000.00,1188000.00
Gold.Coin.9712,20170114,1202000.00,1202000.00,1202000.00,1202000.00,396660000,330,1,D,1191231.00,1202000.00
Gold.Coin.9712,20170111,1189000.00,1198000.00,1189000.00,1191231.00,154860000,130,5,D,1180500.00,1198000.00
Gold.Coin.9712,20170109,1180000.00,1181000.00,1180000.00,1180500.00,118050000,100,2,D,1190174.00,1181000.00
Gold.Coin.9712,20170108,1190000.00,1191000.00,1188000.00,1190174.00,547480000,460,5,D,1175253.00,1191000.00
Gold.Coin.9712,20170107,1170000.00,1182500.00,1170000.00,1175253.00,211545520,180,6,D,1164263.00,1182500.00
Gold.Coin.9712,20170104,1228999.00,1228999.00,1160000.00,1164263.00,221209990,190,6,D,1164167.00,1165000.00
Gold.Coin.9712,20170103,1154000.00,1180000.00,1154000.00,1164167.00,279400000,240,10,D,1153765.00,1180000.00
Gold.Coin.9712,20170102,1151000.00,1162000.00,1145000.00,1153765.00,392280000,340,15,D,1120159.00,1162000.00
Gold.Coin.9712,20170101,1135500.00,1135500.00,1110000.00,1120159.00,358451010,320,15,D,1158909.00,1110000.00
Gold.Coin.9712,20161231,1206000.00,1206000.00,1155000.00,1158909.00,254960000,220,4,D,1260470.00,1156000.00
Gold.Coin.9712,20161228,1220000.00,1263450.00,1220000.00,1260470.00,579816000,460,10,D,1203286.00,1263450.00
Gold.Coin.9712,20161227,1170000.00,1221000.00,1170000.00,1203286.00,1010760000,840,14,D,1171680.00,1221000.00
Gold.Coin.9712,20161226,1170000.00,1178000.00,1170000.00,1171680.00,421805000,360,10,D,1154898.00,1178000.00
Gold.Coin.9712,20161225,1154000.00,1159000.00,1150001.00,1154898.00,681390130,590,15,D,1144476.00,1159000.00
Gold.Coin.9712,20161224,1144000.00,1145000.00,1144000.00,1144476.00,240340000,210,3,D,1138646.00,1144000.00
Gold.Coin.9712,20161221,1138000.00,1139500.00,1138000.00,1138646.00,273275000,240,4,D,1135364.00,1139500.00
Gold.Coin.9712,20161220,1135000.00,1136000.00,1134000.00,1135364.00,249780000,220,3,D,1136042.00,1134000.00
Gold.Coin.9712,20161219,1138000.00,1140000.00,1135000.00,1136042.00,272650000,240,6,D,1136476.00,1140000.00
Gold.Coin.9712,20161218,1136000.00,1137000.00,1136000.00,1136476.00,238660000,210,3,D,1141536.00,1137000.00
Gold.Coin.9712,20161214,1141000.00,1142000.00,1141000.00,1141536.00,319630000,280,4,D,1138500.00,1142000.00
Gold.Coin.9712,20161213,1138000.00,1139000.00,1138000.00,1138500.00,227700000,200,2,D,1133500.00,1139000.00
Gold.Coin.9712,20161212,1133000.00,1134000.00,1133000.00,1133500.00,226700000,200,2,D,1135524.00,1134000.00
Gold.Coin.9712,20161211,1135000.00,1136000.00,1135000.00,1135524.00,238460000,210,3,D,1137381.00,1136000.00
Gold.Coin.9712,20161210,1137000.00,1138000.00,1135000.00,1137381.00,238850000,210,3,D,1130583.00,1135000.00
Gold.Coin.9712,20161207,1130000.00,1132000.00,1130000.00,1130583.00,271340000,240,4,D,1134591.00,1132000.00
Gold.Coin.9712,20161206,1134000.00,1137000.00,1134000.00,1134591.00,249610000,220,4,D,1138750.00,1137000.00
Gold.Coin.9712,20161205,1130000.00,1140000.00,1130000.00,1138750.00,273300000,240,6,D,1128591.00,1140000.00
Gold.Coin.9712,20161204,1128000.00,1131000.00,1128000.00,1128591.00,248290000,220,4,D,1111213.00,1131000.00
Gold.Coin.9712,20161203,1081112.00,1113000.00,1081112.00,1111213.00,266691120,240,6,D,1120476.00,1112500.00
Gold.Coin.9712,20161129,1120000.00,1121000.00,1120000.00,1120476.00,235300000,210,3,D,1101591.00,1120000.00
Gold.Coin.9712,20161127,1101000.00,1104000.00,1101000.00,1101591.00,242350000,220,4,D,1105652.00,1104000.00
Gold.Coin.9712,20161126,1106000.00,1110000.00,1105000.00,1105652.00,254300000,230,4,D,1109381.00,1110000.00
Gold.Coin.9712,20161123,1110000.00,1110000.00,1107000.00,1109381.00,232970000,210,3,D,1096545.00,1107000.00
Gold.Coin.9712,20161122,1097000.00,1097000.00,1096000.00,1096545.00,241240000,220,3,D,1100182.00,1097000.00
Gold.Coin.9712,20161116,1109000.00,1110000.00,1109000.00,1109542.00,266290000,240,3,D,1113923.00,1110000.00
Gold.Coin.9712,20161115,1112000.00,1123000.00,1112000.00,1113923.00,289620000,260,7,D,1106967.00,1123000.00
Gold.Coin.9712,20161114,1106000.00,1110000.00,1106000.00,1106967.00,332090000,300,8,D,1103609.00,1110000.00
Gold.Coin.9712,20161113,1104000.00,1105000.00,1103000.00,1103609.00,253830000,230,5,D,1120308.00,1105000.00
Gold.Coin.9712,20161112,1121000.00,1121000.00,1118000.00,1120308.00,291280000,260,3,D,1136434.00,1118000.00
Gold.Coin.9712,20161109,1164000.00,1164000.00,1130009.00,1136434.00,340930290,300,9,D,1113018.00,1130009.00
Gold.Coin.9712,20161108,1114000.00,1114000.00,1100500.00,1113018.00,300515000,270,6,D,1122648.00,1114000.00
Gold.Coin.9712,20161107,1120000.00,1123500.00,1120000.00,1122648.00,303115000,270,4,D,1120423.00,1120000.00
Gold.Coin.9712,20161106,1120000.00,1121000.00,1120000.00,1120423.00,291310000,260,5,D,1119808.00,1120000.00
Gold.Coin.9712,20161105,1119000.00,1125000.00,1119000.00,1119808.00,291150000,260,5,D,1115458.00,1125000.00
Gold.Coin.9712,20161102,1115000.00,1116000.00,1115000.00,1115458.00,267710000,240,3,D,1110440.00,1115000.00
Gold.Coin.9712,20161101,1110000.00,1111000.00,1110000.00,1110440.00,277610000,250,4,D,1113385.00,1110000.00
Gold.Coin.9712,20161031,1113000.00,1114000.00,1112000.00,1113385.00,289480000,260,3,D,1107518.00,1112000.00
Gold.Coin.9712,20161030,1107000.00,1108000.00,1107000.00,1107518.00,299030000,270,3,D,1106500.00,1108000.00
Gold.Coin.9712,20161029,1106000.00,1107000.00,1106000.00,1106500.00,309820000,280,2,D,1109500.00,1107000.00
Gold.Coin.9712,20161026,1109000.00,1110000.00,1109000.00,1109500.00,421610000,380,2,D,1097000.00,1110000.00
Gold.Coin.9712,20161025,1096000.00,1098000.00,1096000.00,1097000.00,21940000,20,2,D,1094531.00,1098000.00
Gold.Coin.9712,20161024,1094000.00,1095000.00,1094000.00,1094531.00,350250000,320,3,D,1094529.00,1095000.00
Gold.Coin.9712,20161023,1094000.00,1095000.00,1094000.00,1094529.00,372140000,340,3,D,1090475.00,1095000.00
Gold.Coin.9712,20161022,1090000.00,1091000.00,1090000.00,1090475.00,436190000,400,3,D,1089405.00,1090000.00
Gold.Coin.9712,20161019,1086000.00,1090000.00,1086000.00,1089405.00,403080000,370,3,D,1085500.00,1090000.00
Gold.Coin.9712,20161018,1085000.00,1086000.00,1085000.00,1085500.00,455910000,420,2,D,1079500.00,1086000.00
Gold.Coin.9712,20161017,1080000.00,1080000.00,1078000.00,1079500.00,518160000,480,5,D,1079526.00,1080000.00
Gold.Coin.9712,20161016,1080000.00,1080000.00,1079000.00,1079526.00,410220000,380,4,D,1080667.00,1080000.00
Gold.Coin.9712,20161015,1080000.00,1083000.00,1080000.00,1080667.00,324200000,300,3,D,1079429.00,1083000.00
Gold.Coin.9712,20161010,1080000.00,1080000.00,1078000.00,1079429.00,453360000,420,3,D,1078485.00,1078000.00
Gold.Coin.9712,20161009,1079000.00,1079000.00,1078000.00,1078485.00,733370000,680,4,D,1080481.00,1078000.00
Gold.Coin.9712,20161008,1081000.00,1081000.00,1080000.00,1080481.00,853580000,790,5,D,1099222.00,1080000.00
Gold.Coin.9712,20161005,1100000.00,1100000.00,1090000.00,1099222.00,494650000,450,6,D,1113500.00,1095000.00
Gold.Coin.9712,20161004,1114000.00,1114000.00,1113000.00,1113500.00,757180000,680,2,D,1113500.00,1113000.00
Gold.Coin.9712,20161003,1114000.00,1114000.00,1113000.00,1113500.00,690370000,620,2,D,1113023.00,1113000.00
Gold.Coin.9712,20161002,1119999.00,1119999.00,1112000.00,1113023.00,478599970,430,4,D,1112500.00,1113000.00
Gold.Coin.9712,20161001,1112000.00,1113000.00,1112000.00,1112500.00,934500000,840,2,D,1113413.00,1113000.00
Gold.Coin.9712,20160928,1114000.00,1114000.00,1112500.00,1113413.00,578975000,520,5,D,1115481.00,1113000.00
Gold.Coin.9712,20160927,1115000.00,1116000.00,1115000.00,1115481.00,580050000,520,3,D,1116500.00,1115000.00
Gold.Coin.9712,20160926,1116000.00,1117000.00,1116000.00,1116500.00,424270000,380,2,D,1113500.00,1117000.00
Gold.Coin.9712,20160925,1113000.00,1114000.00,1113000.00,1113500.00,445400000,400,2,D,1116459.00,1114000.00
Gold.Coin.9712,20160924,1116000.00,1117000.00,1114000.00,1116459.00,681040000,610,3,D,1109500.00,1114000.00
Gold.Coin.9712,20160921,1109000.00,1110000.00,1109000.00,1109500.00,554750000,500,2,D,1108571.00,1110000.00
Gold.Coin.9712,20160919,1108000.00,1110000.00,1108000.00,1108571.00,465600000,420,3,D,1109500.00,1110000.00
Gold.Coin.9712,20160918,1109000.00,1110000.00,1109000.00,1109500.00,554750000,500,2,D,1113294.00,1110000.00
Gold.Coin.9712,20160917,1113000.00,1114000.00,1111111.00,1113294.00,500982220,450,5,D,1114250.00,1111111.00
Gold.Coin.9712,20160914,1114000.00,1114500.00,1114000.00,1114250.00,445700000,400,2,D,1112500.00,1114500.00
Gold.Coin.9712,20160913,1113000.00,1113000.00,1112000.00,1112500.00,556250000,500,2,D,1110494.00,1112000.00
Gold.Coin.9712,20160911,1110000.00,1111000.00,1110000.00,1110494.00,899500000,810,3,D,1113500.00,1110000.00
Gold.Coin.9712,20160910,1113000.00,1114000.00,1113000.00,1113500.00,690370000,620,4,D,1124456.00,1114000.00
Gold.Coin.9712,20160907,1110500.00,1129000.00,1110500.00,1124456.00,764630000,680,7,D,1113163.00,1124500.00
Gold.Coin.9712,20160906,1113000.00,1113500.00,1110000.00,1113163.00,578845000,520,4,D,1115500.00,1110000.00
Gold.Coin.9712,20160905,1115000.00,1116000.00,1115000.00,1115500.00,669300000,600,2,D,1107776.00,1116000.00
Gold.Coin.9712,20160904,1107000.00,1111000.00,1107000.00,1107776.00,642510000,580,5,D,1107358.00,1111000.00
Gold.Coin.9712,20160903,1107000.00,1108000.00,1105000.00,1107358.00,586900000,530,3,D,1107500.00,1105000.00
Gold.Coin.9712,20160831,1107000.00,1108000.00,1107000.00,1107500.00,664500000,600,2,D,1112500.00,1108000.00
Gold.Coin.9712,20160830,1112000.00,1113000.00,1112000.00,1112500.00,1446250000,1300,2,D,1107500.00,1113000.00
Gold.Coin.9712,20160829,1107000.00,1108000.00,1107000.00,1107500.00,1329000000,1200,2,D,1106548.00,1108000.00
Gold.Coin.9712,20160828,1106000.00,1108000.00,1106000.00,1106548.00,1372120000,1240,4,D,1106600.00,1108000.00
Gold.Coin.9712,20160827,1106000.00,1108000.00,1106000.00,1106600.00,829950000,750,3,D,1112353.00,1108000.00
Gold.Coin.9712,20160824,1112000.00,1113000.00,1110000.00,1112353.00,945500000,850,5,D,1110310.00,1110000.00
Gold.Coin.9712,20160823,1110000.00,1111000.00,1107500.00,1110310.00,1343475000,1210,4,D,1110489.00,1107500.00
Gold.Coin.9712,20160822,1110000.00,1111000.00,1110000.00,1110489.00,1021650000,920,4,D,1111500.00,1110000.00
Gold.Coin.9712,20160821,1111000.00,1112000.00,1111000.00,1111500.00,1133730000,1020,4,D,1117289.00,1112000.00
Gold.Coin.9712,20160820,1117000.00,1118000.00,1110000.00,1117289.00,927350000,830,4,D,1116417.00,1110000.00
Gold.Coin.9712,20160817,1113999.00,1117000.00,1113999.00,1116417.00,937789990,840,4,D,1109196.00,1115000.00
Gold.Coin.9712,20160816,1109000.00,1110000.00,1105000.00,1109196.00,621150000,560,5,D,1106879.00,1105000.00
Gold.Coin.9712,20160815,1119999.00,1120000.00,1106000.00,1106879.00,730539990,660,7,D,1106151.00,1106000.00
Gold.Coin.9712,20160814,1106000.00,1106500.00,1105000.00,1106151.00,730060000,660,4,D,1117753.00,1105000.00
Gold.Coin.9712,20160813,1118000.00,1118500.00,1110000.00,1117753.00,838315000,750,6,D,1119237.00,1110000.00
Gold.Coin.9712,20160810,1118850.00,1119500.00,1118850.00,1119237.00,1175198500,1050,7,D,1104701.00,1119000.00
Gold.Coin.9712,20160809,1103000.00,1105000.00,1103000.00,1104701.00,795385000,720,4,D,1103512.00,1103000.00
Gold.Coin.9712,20160808,1103000.00,1105000.00,1103000.00,1103512.00,904880000,820,4,D,1102581.00,1105000.00
Gold.Coin.9712,20160807,1102000.00,1105000.00,1102000.00,1102581.00,683600000,620,3,D,1117361.00,1105000.00
Gold.Coin.9712,20160806,1118000.00,1119000.00,1110000.00,1117361.00,681590000,610,8,D,1125109.00,1110000.00
Gold.Coin.9712,20160803,1125000.00,1126000.00,1120000.00,1125109.00,618810000,550,5,D,1114454.00,1120000.00
Gold.Coin.9712,20160802,1114000.00,1115000.00,1114000.00,1114454.00,490360000,440,3,D,1111787.00,1114000.00
Gold.Coin.9712,20160801,1110000.00,1113000.00,1106000.00,1111787.00,522540000,470,7,D,1107440.00,1106000.00
Gold.Coin.9712,20160731,1100200.00,1111000.00,1090001.00,1107440.00,985622010,890,9,D,1087500.00,1111000.00
Gold.Coin.9712,20160727,1087000.00,1088000.00,1087000.00,1087500.00,761250000,700,2,D,1084092.00,1088000.00
Gold.Coin.9712,20160726,1084000.00,1086000.00,1084000.00,1084092.00,943160000,870,7,D,1081822.00,1086000.00
Gold.Coin.9712,20160725,1084000.00,1084000.00,1081000.00,1081822.00,1276550000,1180,8,D,1084941.00,1082000.00
Gold.Coin.9712,20160724,1083000.00,1088500.00,1083000.00,1084941.00,1573165000,1450,9,D,1082500.00,1086000.00
Gold.Coin.9712,20160723,1082000.00,1083000.00,1082000.00,1082500.00,1299000000,1200,4,D,1083931.00,1083000.00
Gold.Coin.9712,20160720,1084000.00,1085011.00,1083000.00,1083931.00,1875200110,1730,7,D,1082903.00,1084000.00
Gold.Coin.9712,20160719,1081000.00,1084000.00,1080000.00,1082903.00,1234510020,1140,7,D,1084886.00,1084000.00
Gold.Coin.9712,20160718,1086000.00,1087000.00,1080000.00,1084886.00,1432050000,1320,5,D,1090458.00,1080000.00
Gold.Coin.9712,20160717,1097000.00,1097000.00,1088000.00,1090458.00,261710000,240,5,D,1087037.00,1089000.00
Gold.Coin.9712,20160716,1090000.00,1097000.00,1086000.00,1087037.00,913111100,840,17,D,1096133.00,1097000.00
Gold.Coin.9712,20160713,1096000.00,1098000.00,1094000.00,1096133.00,1808620000,1650,9,D,1103470.00,1098000.00
Gold.Coin.9712,20160712,1105000.00,1111111.00,1090000.00,1103470.00,2692467700,2440,47,D,1107500.00,1098000.00
Gold.Coin.9712,20160711,1107000.00,1108000.00,1107000.00,1107500.00,332250000,300,2,D,1114182.00,1108000.00
Gold.Coin.9712,20160710,1111800.00,1115000.00,1111800.00,1114182.00,378822000,340,4,D,1087500.00,1114000.00
Gold.Coin.9712,20160705,1088000.00,1088000.00,1087000.00,1087500.00,326250000,300,2,D,1094667.00,1087000.00
Gold.Coin.9712,20160704,1095000.00,1095000.00,1094000.00,1094667.00,492600000,450,3,D,1093500.00,1095000.00
Gold.Coin.9712,20160703,1093000.00,1094000.00,1093000.00,1093500.00,328050000,300,2,D,1075600.00,1094000.00
Gold.Coin.9712,20160702,1075000.00,1077000.00,1075000.00,1075600.00,53780000,50,3,D,1070500.00,1077000.00
Gold.Coin.9712,20160629,1070000.00,1071000.00,1070000.00,1070500.00,214100000,200,2,D,1067500.00,1071000.00
Gold.Coin.9712,20160628,1067000.00,1068000.00,1067000.00,1067500.00,213500000,200,2,D,1057500.00,1068000.00
Gold.Coin.9712,20160626,1057000.00,1058000.00,1057000.00,1057500.00,317250000,300,2,D,1046778.00,1058000.00
Gold.Coin.9712,20160625,1046000.00,1048000.00,1046000.00,1046778.00,94210000,90,4,D,1022000.00,1048000.00
Gold.Coin.9712,20160622,1020000.00,1023000.00,1020000.00,1022000.00,408800000,400,4,D,1027500.00,1023000.00
Gold.Coin.9712,20160621,1027000.00,1028000.00,1027000.00,1027500.00,308250000,300,2,D,1028605.00,1028000.00
Gold.Coin.9712,20160620,1030000.00,1030000.00,1028000.00,1028605.00,442300000,430,3,D,1034978.00,1029000.00
Gold.Coin.9712,20160619,1035000.00,1037000.00,1034000.00,1034978.00,465740000,450,5,D,1033500.00,1035000.00
Gold.Coin.9712,20160618,1034000.00,1034000.00,1033000.00,1033500.00,413400000,400,2,D,1024500.00,1033000.00
Gold.Coin.9712,20160615,1024000.00,1025000.00,1024000.00,1024500.00,307350000,300,2,D,1022500.00,1025000.00
Gold.Coin.9712,20160613,1022000.00,1023000.00,1022000.00,1022500.00,306750000,300,2,D,1020667.00,1023000.00
Gold.Coin.9712,20160612,1020000.00,1022000.00,1020000.00,1020667.00,612400000,600,3,D,1020500.00,1020000.00
Gold.Coin.9712,20160611,1020000.00,1021000.00,1020000.00,1020500.00,306150000,300,2,D,1003323.00,1021000.00
Gold.Coin.9712,20160608,1002000.00,1004000.00,1002000.00,1003323.00,341130000,340,3,D,1001917.00,1004000.00
Gold.Coin.9712,20160607,1003000.00,1003000.00,1000000.00,1001917.00,240460000,240,4,D,1005115.00,1002000.00
Gold.Coin.9712,20160606,1005500.00,1005500.00,1005000.00,1005115.00,261330000,260,5,D,1006923.00,1005000.00
Gold.Coin.9712,20160605,1007000.00,1008000.00,1004000.00,1006923.00,261800000,260,3,D,990867.00,1008000.00
Gold.Coin.9712,20160601,992000.00,992000.00,990000.00,990867.00,297260000,300,4,D,992129.00,991000.00
Gold.Coin.9712,20160531,992500.00,993000.00,991000.00,992129.00,347245000,350,5,D,990864.00,993000.00
Gold.Coin.9712,20160530,991000.00,991000.00,990500.00,990864.00,217990000,220,3,D,989687.00,991000.00
Gold.Coin.9712,20160529,991000.00,991000.00,988000.00,989687.00,316700000,320,4,D,992750.00,990000.00
Gold.Coin.9712,20160528,993000.00,993000.00,992500.00,992750.00,258115000,260,3,D,1000500.00,992500.00
Gold.Coin.9712,20160525,1001000.00,1001000.00,1000000.00,1000500.00,280140000,280,3,D,1005083.00,1000000.00
Gold.Coin.9712,20160524,1005500.00,1005500.00,1004000.00,1005083.00,241220000,240,4,D,1005553.00,1005500.00
Gold.Coin.9712,20160523,1007500.00,1007500.00,1004000.00,1005553.00,382110000,380,4,D,1005000.00,1006000.00
Gold.Coin.9712,20160521,1004500.00,1005500.00,1004500.00,1005000.00,261300000,260,2,D,1016382.00,1005500.00
Gold.Coin.9712,20160518,1017000.00,1017000.00,1015000.00,1016382.00,386225000,380,4,D,1022187.00,1016500.00
Gold.Coin.9712,20160517,1023000.00,1023000.00,1022000.00,1022187.00,245325000,240,4,D,1023467.00,1022000.00
Gold.Coin.9712,20160516,1023500.00,1024500.00,1023000.00,1023467.00,307040000,300,4,D,1017475.00,1023000.00
Gold.Coin.9712,20160515,1018000.00,1018000.00,1017000.00,1017475.00,406990000,400,4,D,1021985.00,1017500.00
Gold.Coin.9712,20160514,1022500.00,1022500.00,1021500.00,1021985.00,347475000,340,4,D,1027827.00,1022000.00
Gold.Coin.9712,20160511,1027000.00,1028500.00,1027000.00,1027827.00,267235000,260,4,D,1022462.00,1028000.00
Gold.Coin.9712,20160510,1023000.00,1023000.00,1022000.00,1022462.00,408985000,400,4,D,1028426.00,1022500.00
Gold.Coin.9712,20160509,1028500.00,1029000.00,1027000.00,1028426.00,349665000,340,4,D,1030000.00,1029000.00
Gold.Coin.9712,20160508,1030500.00,1030500.00,1029500.00,1030000.00,412000000,400,4,D,1026500.00,1030000.00
Gold.Coin.9712,20160507,1027000.00,1027000.00,1026000.00,1026500.00,307950000,300,2,D,1027500.00,1026000.00
Gold.Coin.9712,20160504,1028000.00,1028000.00,1027000.00,1027500.00,411000000,400,2,D,1033372.00,1027000.00
Gold.Coin.9712,20160503,1035000.00,1035000.00,1033000.00,1033372.00,444350000,430,3,D,1034750.00,1033500.00
Gold.Coin.9712,20160502,1035000.00,1035000.00,1034500.00,1034750.00,310425000,300,2,D,1035886.00,1034500.00
Gold.Coin.9712,20160501,1040000.00,1040000.00,1034000.00,1035886.00,455790000,440,7,D,1040060.00,1035000.00
Gold.Coin.9712,20160430,1039000.00,1041000.00,1039000.00,1040060.00,520030000,500,5,D,1018550.00,1040000.00
Gold.Coin.9712,20160427,1019000.00,1019000.00,1018000.00,1018550.00,407420000,400,4,D,1016562.00,1018500.00
Gold.Coin.9712,20160426,1017000.00,1017000.00,1016000.00,1016562.00,406625000,400,4,D,1016712.00,1016500.00
Gold.Coin.9712,20160425,1017000.00,1017000.00,1016000.00,1016712.00,406685000,400,4,D,1017750.00,1017000.00
Gold.Coin.9712,20160424,1018000.00,1018000.00,1017500.00,1017750.00,468165000,460,4,D,1017500.00,1017500.00
Gold.Coin.9712,20160423,1018000.00,1018000.00,1017000.00,1017500.00,407000000,400,2,D,1021000.00,1017000.00
Gold.Coin.9712,20160420,1023000.00,1023000.00,1020000.00,1021000.00,367560000,360,4,D,1020778.00,1021000.00
Gold.Coin.9712,20160419,1022500.00,1022500.00,1020000.00,1020778.00,459350000,450,5,D,1022900.00,1020500.00
Gold.Coin.9712,20160418,1023000.00,1023000.00,1022800.00,1022900.00,1022900000,1000,2,D,1020000.00,1022800.00
Gold.Coin.9712,20160417,1020000.00,1020000.00,1020000.00,1020000.00,408000000,400,2,D,1020000.00,1020000.00
Gold.Coin.9712,20160416,1020000.00,1020000.00,1020000.00,1020000.00,204000000,200,2,D,1031805.00,1020000.00
Gold.Coin.9712,20160413,1031000.00,1034000.00,1031000.00,1031805.00,423040000,410,4,D,1031600.00,1034000.00
Gold.Coin.9712,20160412,1030000.00,1036000.00,1030000.00,1031600.00,515800000,500,3,D,1024333.00,1036000.00
Gold.Coin.9712,20160411,1025000.00,1025000.00,1023000.00,1024333.00,614600000,600,6,D,1020643.00,1024500.00
Gold.Coin.9712,20160410,1019000.00,1025000.00,1019000.00,1020643.00,714450000,700,4,D,1015331.00,1025000.00
Gold.Coin.9712,20160409,1013000.00,1019500.00,1013000.00,1015331.00,659965000,650,7,D,1015700.00,1019500.00
Gold.Coin.9712,20160406,1015000.00,1016000.00,1015000.00,1015700.00,1015700000,1000,3,D,1009433.00,1016000.00
Gold.Coin.9712,20160405,1009000.00,1012000.00,1008000.00,1009433.00,605660000,600,8,D,1009571.00,1012000.00
Gold.Coin.9712,20160404,1010000.00,1010000.00,1009000.00,1009571.00,706700000,700,5,D,1011781.00,1009000.00
Gold.Coin.9712,20160403,1012000.00,1012500.00,1011000.00,1011781.00,809425000,800,7,D,1009250.00,1011000.00
Gold.Coin.9712,20160402,1009000.00,1009500.00,1009000.00,1009250.00,706475000,700,4,D,1008500.00,1009000.00
Gold.Coin.9712,20160330,1008000.00,1009000.00,1008000.00,1008500.00,705950000,700,2,D,1005250.00,1009000.00
Gold.Coin.9712,20160329,1005000.00,1005500.00,1005000.00,1005250.00,603150000,600,2,D,1004500.00,1005500.00
Gold.Coin.9712,20160328,1004000.00,1005000.00,1004000.00,1004500.00,401800000,400,2,D,1005625.00,1005000.00
Gold.Coin.9712,20160327,1005000.00,1006000.00,1005000.00,1005625.00,1005625000,1000,3,D,1008250.00,1006000.00
Gold.Coin.9712,20160326,1008000.00,1008500.00,1008000.00,1008250.00,604950000,600,2,D,1004633.00,1008500.00
Gold.Coin.9712,20160316,1004000.00,1005000.00,1004000.00,1004633.00,602780000,600,6,D,1005137.00,1005000.00
Gold.Coin.9712,20160315,1005000.00,1005500.00,1005000.00,1005137.00,804110000,800,8,D,1006333.00,1005100.00
Gold.Coin.9712,20160314,1006000.00,1007000.00,1005500.00,1006333.00,603800000,600,3,D,1005417.00,1007000.00
Gold.Coin.9712,20160312,1005000.00,1006000.00,1005000.00,1005417.00,904875000,900,3,D,1008125.00,1005500.00
Gold.Coin.9712,20160309,1010000.00,1010000.00,1007000.00,1008125.00,403250000,400,5,D,1007000.00,1007500.00
Gold.Coin.9712,20160308,1007000.00,1008500.00,1006000.00,1007000.00,2416800000,2400,8,D,1004480.00,1007000.00
Gold.Coin.9712,20160307,1004000.00,1006500.00,1004000.00,1004480.00,502240000,500,4,D,1003500.00,1006500.00
Gold.Coin.9712,20160306,1004000.00,1004000.00,1003000.00,1003500.00,401400000,400,2,D,1004417.00,1003000.00
Gold.Coin.9712,20160305,1005000.00,1005500.00,1004000.00,1004417.00,482120000,480,7,D,994944.00,1004000.00
Gold.Coin.9712,20160302,994000.00,996000.00,994000.00,994944.00,179090000,180,9,D,998562.00,994000.00
Gold.Coin.9712,20160301,998000.00,1000000.00,997500.00,998562.00,1597700000,1600,7,D,987222.00,999500.00
Gold.Coin.9712,20160229,986000.00,1000000.00,985000.00,987222.00,88850000,90,5,D,987227.00,1000000.00
Gold.Coin.9712,20160228,998000.00,998000.00,985000.00,987227.00,108595000,110,8,D,983833.00,985000.00
Gold.Coin.9712,20160227,984000.00,985000.00,983000.00,983833.00,88545000,90,8,D,981775.00,983000.00
Gold.Coin.9712,20160224,980000.00,983500.00,980000.00,981775.00,196355000,200,10,D,981769.00,982000.00
Gold.Coin.9712,20160223,984000.00,984000.00,980500.00,981769.00,127630000,130,7,D,985071.00,980500.00
Gold.Coin.9712,20160222,990000.00,996000.00,982000.00,985071.00,206865000,210,11,D,1000.00,982000.00
